Comment,cleanComment,resultCaseFolding,resultReplaceSlang,resultTokenize,resultStopword,resultStemming,sentimen
Terimakasih informasinya pak....sangat membantu dalam mengembangkan potensi diri....,Terimakasih informasinya pak sangat membantu dalam mengembangkan potensi diri,terimakasih informasinya pak sangat membantu dalam mengembangkan potensi diri,terimakasih informasinya pak sangat membantu dalam mengembangkan potensi diri,"['terimakasih', 'informasinya', 'pak', 'sangat', 'membantu', 'dalam', 'mengembangkan', 'potensi', 'diri']","['terimakasih', 'informasinya', 'membantu', 'mengembangkan', 'potensi']","['terimakasih', 'informasi', 'bantu', 'kembang', 'potensi']",positif
"Masih belum sempurna, tapi di saat sekarang ini, teknologi begitu sangata cepat berubah. apalagi di sorong persaingan Google vs Microsoft. kata microsoft mungkin berkata ""This Is It!!""",Masih belum sempurna tapi di saat sekarang ini teknologi begitu sangata cepat berubah apalagi di sorong persaingan Google vs Microsoft kata microsoft mungkin berkata This Is It,masih belum sempurna tapi di saat sekarang ini teknologi begitu sangata cepat berubah apalagi di sorong persaingan google vs microsoft kata microsoft mungkin berkata this is it,masih belum sempurna tapi di saat sekarang ini teknologi begitu sangata cepat berubah apalagi di sorong persaingan google vs microsoft kata microsoft mungkin berkata this is it,"['masih', 'belum', 'sempurna', 'tapi', 'di', 'saat', 'sekarang', 'ini', 'teknologi', 'begitu', 'sangata', 'cepat', 'berubah', 'apalagi', 'di', 'sorong', 'persaingan', 'google', 'vs', 'microsoft', 'kata', 'microsoft', 'mungkin', 'berkata', 'this', 'is', 'it']","['sempurna', 'teknologi', 'sangata', 'cepat', 'berubah', 'sorong', 'persaingan', 'google', 'vs', 'microsoft', 'microsoft', 'this', 'is', 'it']","['sempurna', 'teknologi', 'sangata', 'cepat', 'ubah', 'sorong', 'saing', 'google', 'vs', 'microsoft', 'microsoft', 'this', 'is', 'it']",positif
"ChatGPT, sangat menarik untuk dipelajari. Terima kasih pak Indra sudah menyajikan edukasi ini. Menyimak dulu",ChatGPT sangat menarik untuk dipelajari Terima kasih pak Indra sudah menyajikan edukasi ini Menyimak dulu,chatgpt sangat menarik untuk dipelajari terima kasih pak indra sudah menyajikan edukasi ini menyimak dulu,chatgpt sangat menarik untuk dipelajari terima kasih pak indra sudah menyajikan edukasi ini menyimak dulu,"['chatgpt', 'sangat', 'menarik', 'untuk', 'dipelajari', 'terima', 'kasih', 'pak', 'indra', 'sudah', 'menyajikan', 'edukasi', 'ini', 'menyimak', 'dulu']","['chatgpt', 'menarik', 'dipelajari', 'terima', 'kasih', 'indra', 'menyajikan', 'edukasi', 'menyimak']","['chatgpt', 'tarik', 'ajar', 'terima', 'kasih', 'indra', 'saji', 'edukasi', 'simak']",positif
Nah ini cocok,Nah ini cocok,nah ini cocok,nah ini cocok,"['nah', 'ini', 'cocok']",['cocok'],['cocok'],positif
Thanks untuk insightnya mas.,Thanks untuk insightnya mas,thanks untuk insightnya mas,thanks untuk insightnya mas,"['thanks', 'untuk', 'insightnya', 'mas']","['thanks', 'insightnya', 'mas']","['thanks', 'insightnya', 'mas']",positif
"Dengan chatGPT, manusia jadi bisa bekerja dengan lebih efisien, otomatis manusia menjadi lebih sejahtera.",Dengan chatGPT manusia jadi bisa bekerja dengan lebih efisien otomatis manusia menjadi lebih sejahtera,dengan chatgpt manusia jadi bisa bekerja dengan lebih efisien otomatis manusia menjadi lebih sejahtera,dengan chatgpt manusia jadi bisa bekerja dengan lebih efisien otomatis manusia menjadi lebih sejahtera,"['dengan', 'chatgpt', 'manusia', 'jadi', 'bisa', 'bekerja', 'dengan', 'lebih', 'efisien', 'otomatis', 'manusia', 'menjadi', 'lebih', 'sejahtera']","['chatgpt', 'manusia', 'efisien', 'otomatis', 'manusia', 'sejahtera']","['chatgpt', 'manusia', 'efisien', 'otomatis', 'manusia', 'sejahtera']",positif
ChatGPT bagus untuk usaha kecil umkm bisa belajar cara bayar pajak dan bertanya pertanyaan cliche yang terkadang tidak bisa di tanya dengan mudah  walaupun jawabannya mudah ,ChatGPT bagus untuk usaha kecil umkm bisa belajar cara bayar pajak dan bertanya pertanyaan cliche yang terkadang tidak bisa di tanya dengan mudah walaupun jawabannya mudah,chatgpt bagus untuk usaha kecil umkm bisa belajar cara bayar pajak dan bertanya pertanyaan cliche yang terkadang tidak bisa di tanya dengan mudah walaupun jawabannya mudah,chatgpt bagus untuk usaha kecil umkm bisa belajar cara bayar pajak dan bertanya pertanyaan cliche yang terkadang tidak bisa di tanya dengan mudah walaupun jawabannya mudah,"['chatgpt', 'bagus', 'untuk', 'usaha', 'kecil', 'umkm', 'bisa', 'belajar', 'cara', 'bayar', 'pajak', 'dan', 'bertanya', 'pertanyaan', 'cliche', 'yang', 'terkadang', 'tidak', 'bisa', 'di', 'tanya', 'dengan', 'mudah', 'walaupun', 'jawabannya', 'mudah']","['chatgpt', 'bagus', 'usaha', 'umkm', 'belajar', 'bayar', 'pajak', 'cliche', 'terkadang', 'mudah', 'jawabannya', 'mudah']","['chatgpt', 'bagus', 'usaha', 'umkm', 'ajar', 'bayar', 'pajak', 'cliche', 'terkadang', 'mudah', 'jawab', 'mudah']",positif
"Saya juga sangat dimudahkan dgn adanya chatGPT, segitu mudahnya membuat artikel dan bebas plagiarisme",Saya juga sangat dimudahkan dgn adanya chatGPT segitu mudahnya membuat artikel dan bebas plagiarisme,saya juga sangat dimudahkan dgn adanya chatgpt segitu mudahnya membuat artikel dan bebas plagiarisme,saya juga sangat dimudahkan dengan adanya chatgpt segitu mudahnya membuat artikel dan bebas plagiarisme,"['saya', 'juga', 'sangat', 'dimudahkan', 'dengan', 'adanya', 'chatgpt', 'segitu', 'mudahnya', 'membuat', 'artikel', 'dan', 'bebas', 'plagiarisme']","['dimudahkan', 'chatgpt', 'segitu', 'mudahnya', 'artikel', 'bebas', 'plagiarisme']","['mudah', 'chatgpt', 'segitu', 'mudah', 'artikel', 'bebas', 'plagiarisme']",positif
"Buat saya chatGPT itu seperti Canva dalam desain atau wikipedia dalam merujuk artikel. Sebagai cara cepat di awal oke lah, tapi untuk pendalaman masih perlu campur tangan manusia",Buat saya chatGPT itu seperti Canva dalam desain atau wikipedia dalam merujuk artikel Sebagai cara cepat di awal oke lah tapi untuk pendalaman masih perlu campur tangan manusia,buat saya chatgpt itu seperti canva dalam desain atau wikipedia dalam merujuk artikel sebagai cara cepat di awal oke lah tapi untuk pendalaman masih perlu campur tangan manusia,buat saya chatgpt itu seperti canva dalam desain atau wikipedia dalam merujuk artikel sebagai cara cepat di awal oke lah tapi untuk pendalaman masih perlu campur tangan manusia,"['buat', 'saya', 'chatgpt', 'itu', 'seperti', 'canva', 'dalam', 'desain', 'atau', 'wikipedia', 'dalam', 'merujuk', 'artikel', 'sebagai', 'cara', 'cepat', 'di', 'awal', 'oke', 'lah', 'tapi', 'untuk', 'pendalaman', 'masih', 'perlu', 'campur', 'tangan', 'manusia']","['chatgpt', 'canva', 'desain', 'wikipedia', 'merujuk', 'artikel', 'cepat', 'oke', 'pendalaman', 'campur', 'tangan', 'manusia']","['chatgpt', 'canva', 'desain', 'wikipedia', 'rujuk', 'artikel', 'cepat', 'oke', 'dalam', 'campur', 'tangan', 'manusia']",positif
"Maaf, tapi sebagai programmer saya menganggap ChatGPT itu overrated.
Persis ketika orang non IT pada rempong soal NFT. 
Mau secanggih apa AI kalo manusia sendiri bego, ya tetep unfaedah.
Manusia harus tetep punya fundamental understanding akan pengetahuan dan tentu saja daya kreativitas, empati,emosi, moral  dan hal psikologis lainya yg tentu mesin secanggih apa gak akan pernah mampu",Maaf tapi sebagai programmer saya menganggap ChatGPT itu overrated Persis ketika orang non IT pada rempong soal NFT au secanggih apa AI kalo manusia sendiri bego ya tetep unfaedah anusia harus tetep punya fundamental understanding akan pengetahuan dan tentu saja daya kreativitas empati emosi moral dan hal psikologis lainya yg tentu mesin secanggih apa gak akan pernah mampu,maaf tapi sebagai programmer saya menganggap chatgpt itu overrated persis ketika orang non it pada rempong soal nft au secanggih apa ai kalo manusia sendiri bego ya tetep unfaedah anusia harus tetep punya fundamental understanding akan pengetahuan dan tentu saja daya kreativitas empati emosi moral dan hal psikologis lainya yg tentu mesin secanggih apa gak akan pernah mampu,maaf tapi sebagai programmer saya menganggap chatgpt itu overrated persis ketika orang non it pada rempong soal nft au secanggih apa ai kalau manusia sendiri bego iya tetep unfaedah anusia harus tetep punya fundamental understanding akan pengetahuan dan tentu saja daya kreativitas empati emosi moral dan hal psikologis lainya yang tentu mesin secanggih apa tidak akan pernah mampu,"['maaf', 'tapi', 'sebagai', 'programmer', 'saya', 'menganggap', 'chatgpt', 'itu', 'overrated', 'persis', 'ketika', 'orang', 'non', 'it', 'pada', 'rempong', 'soal', 'nft', 'au', 'secanggih', 'apa', 'ai', 'kalau', 'manusia', 'sendiri', 'bego', 'iya', 'tetep', 'unfaedah', 'anusia', 'harus', 'tetep', 'punya', 'fundamental', 'understanding', 'akan', 'pengetahuan', 'dan', 'tentu', 'saja', 'daya', 'kreativitas', 'empati', 'emosi', 'moral', 'dan', 'hal', 'psikologis', 'lainya', 'yang', 'tentu', 'mesin', 'secanggih', 'apa', 'tidak', 'akan', 'pernah', 'mampu']","['maaf', 'programmer', 'menganggap', 'chatgpt', 'overrated', 'persis', 'orang', 'non', 'it', 'rempong', 'nft', 'au', 'secanggih', 'ai', 'manusia', 'bego', 'iya', 'tetep', 'unfaedah', 'anusia', 'tetep', 'fundamental', 'understanding', 'pengetahuan', 'daya', 'kreativitas', 'empati', 'emosi', 'moral', 'psikologis', 'lainya', 'mesin', 'secanggih']","['maaf', 'programmer', 'anggap', 'chatgpt', 'overrated', 'persis', 'orang', 'non', 'it', 'rempong', 'nft', 'au', 'canggih', 'ai', 'manusia', 'bego', 'iya', 'tetep', 'unfaedah', 'anusia', 'tetep', 'fundamental', 'understanding', 'tahu', 'daya', 'kreativitas', 'empati', 'emosi', 'moral', 'psikologis', 'lai', 'mesin', 'canggih']",positif
Thanks insightnya mas.,Thanks insightnya mas,thanks insightnya mas,thanks insightnya mas,"['thanks', 'insightnya', 'mas']","['thanks', 'insightnya', 'mas']","['thanks', 'insightnya', 'mas']",positif
"Keren pembahasannya, lbh lengkap dan detil dr yg pernah kami bahas di channel Train NTest, 5W + 1 H ttg ChatGPT serta Trend bisnis 2023. Setuju kl AI sebagi tools seperti komputer yg jg berfungsi mempermudah kerja manusia saat ini dan di masa depan.",Keren pembahasannya lbh lengkap dan detil dr yg pernah kami bahas di channel Train NTest W H ttg ChatGPT serta Trend bisnis Setuju kl AI sebagi tools seperti komputer yg jg berfungsi mempermudah kerja manusia saat ini dan di masa depan,keren pembahasannya lbh lengkap dan detil dr yg pernah kami bahas di channel train ntest w h ttg chatgpt serta trend bisnis setuju kl ai sebagi tools seperti komputer yg jg berfungsi mempermudah kerja manusia saat ini dan di masa depan,keren pembahasannya lebih lengkap dan detil dari yang pernah kami bahas di channel train ntest saya h ttg chatgpt serta trend bisnis setuju kalau ai sebagi tools seperti komputer yang juga berfungsi mempermudah kerja manusia saat ini dan di masa depan,"['keren', 'pembahasannya', 'lebih', 'lengkap', 'dan', 'detil', 'dari', 'yang', 'pernah', 'kami', 'bahas', 'di', 'channel', 'train', 'ntest', 'saya', 'h', 'ttg', 'chatgpt', 'serta', 'trend', 'bisnis', 'setuju', 'kalau', 'ai', 'sebagi', 'tools', 'seperti', 'komputer', 'yang', 'juga', 'berfungsi', 'mempermudah', 'kerja', 'manusia', 'saat', 'ini', 'dan', 'di', 'masa', 'depan']","['keren', 'pembahasannya', 'lengkap', 'detil', 'bahas', 'channel', 'train', 'ntest', 'ttg', 'chatgpt', 'trend', 'bisnis', 'setuju', 'ai', 'sebagi', 'tools', 'komputer', 'berfungsi', 'mempermudah', 'kerja', 'manusia']","['keren', 'bahas', 'lengkap', 'detil', 'bahas', 'channel', 'train', 'ntest', 'ttg', 'chatgpt', 'trend', 'bisnis', 'tuju', 'ai', 'bagi', 'tools', 'komputer', 'fungsi', 'mudah', 'kerja', 'manusia']",positif
Tengkyuuuu semoga bermanfaat ya.,Tengkyuuuu semoga bermanfaat ya,tengkyuuuu semoga bermanfaat ya,tengkyuuuu semoga bermanfaat iya,"['tengkyuuuu', 'semoga', 'bermanfaat', 'iya']","['tengkyuuuu', 'semoga', 'bermanfaat', 'iya']","['tengkyuuuu', 'moga', 'manfaat', 'iya']",positif
Terima kasih pak Indrawan utk ulasannya yang singkat padat dan akurat,Terima kasih pak Indrawan utk ulasannya yang singkat padat dan akurat,terima kasih pak indrawan utk ulasannya yang singkat padat dan akurat,terima kasih pak indrawan untuk ulasannya yang singkat padat dan akurat,"['terima', 'kasih', 'pak', 'indrawan', 'untuk', 'ulasannya', 'yang', 'singkat', 'padat', 'dan', 'akurat']","['terima', 'kasih', 'indrawan', 'ulasannya', 'singkat', 'padat', 'akurat']","['terima', 'kasih', 'indrawan', 'ulas', 'singkat', 'padat', 'akurat']",positif
"Sy guru, tapi sekarang sadar mending jangan terlalu nurut sama kurikulum, soalnya Pendidikan kita sudah basi",Sy guru tapi sekarang sadar mending jangan terlalu nurut sama kurikulum soalnya Pendidikan kita sudah basi,sy guru tapi sekarang sadar mending jangan terlalu nurut sama kurikulum soalnya pendidikan kita sudah basi,saya guru tapi sekarang sadar mending jangan terlalu nurut sama kurikulum soalnya pendidikan kita sudah basi,"['saya', 'guru', 'tapi', 'sekarang', 'sadar', 'mending', 'jangan', 'terlalu', 'nurut', 'sama', 'kurikulum', 'soalnya', 'pendidikan', 'kita', 'sudah', 'basi']","['guru', 'sadar', 'mending', 'nurut', 'kurikulum', 'pendidikan', 'basi']","['guru', 'sadar', 'mending', 'nurut', 'kurikulum', 'didik', 'basi']",positif
" @arcniflcaelum745  profesi guru akan hilang, seiring berkembangnya ChatGPT dan AI. semakin ngeri perkembangan teknologi skrg.",profesi guru akan hilang seiring berkembangnya ChatGPT dan AI semakin ngeri perkembangan teknologi skrg,profesi guru akan hilang seiring berkembangnya chatgpt dan ai semakin ngeri perkembangan teknologi skrg,profesi guru akan hilang seiring berkembangnya chatgpt dan ai semakin ngeri perkembangan teknologi sekarang,"['profesi', 'guru', 'akan', 'hilang', 'seiring', 'berkembangnya', 'chatgpt', 'dan', 'ai', 'semakin', 'ngeri', 'perkembangan', 'teknologi', 'sekarang']","['profesi', 'guru', 'hilang', 'seiring', 'berkembangnya', 'chatgpt', 'ai', 'ngeri', 'perkembangan', 'teknologi']","['profesi', 'guru', 'hilang', 'iring', 'kembang', 'chatgpt', 'ai', 'ngeri', 'kembang', 'teknologi']",positif
Ya sih ane sekarang gap year buat ngumpulin ide dan perluas literasi,Ya sih ane sekarang gap year buat ngumpulin ide dan perluas literasi,ya sih ane sekarang gap year buat ngumpulin ide dan perluas literasi,iya sih saya sekarang gap year buat ngumpulin ide dan perluas literasi,"['iya', 'sih', 'saya', 'sekarang', 'gap', 'year', 'buat', 'ngumpulin', 'ide', 'dan', 'perluas', 'literasi']","['iya', 'sih', 'gap', 'year', 'ngumpulin', 'ide', 'perluas', 'literasi']","['iya', 'sih', 'gap', 'year', 'ngumpulin', 'ide', 'luas', 'literasi']",positif
"Bagus deh, model pekerjaan yang gak penting2 amat, bisa pakai AI. Pada akhirnya hanya pekerjaan2 pokok saja yang bisa bertahan",Bagus deh model pekerjaan yang gak penting amat bisa pakai AI Pada akhirnya hanya pekerjaan pokok saja yang bisa bertahan,bagus deh model pekerjaan yang gak penting amat bisa pakai ai pada akhirnya hanya pekerjaan pokok saja yang bisa bertahan,bagus deh model pekerjaan yang tidak penting amat bisa pakai ai pada akhirnya hanya pekerjaan pokok saja yang bisa bertahan,"['bagus', 'deh', 'model', 'pekerjaan', 'yang', 'tidak', 'penting', 'amat', 'bisa', 'pakai', 'ai', 'pada', 'akhirnya', 'hanya', 'pekerjaan', 'pokok', 'saja', 'yang', 'bisa', 'bertahan']","['bagus', 'deh', 'model', 'pekerjaan', 'pakai', 'ai', 'pekerjaan', 'pokok', 'bertahan']","['bagus', 'deh', 'model', 'kerja', 'pakai', 'ai', 'kerja', 'pokok', 'tahan']",positif
"Setelah menonton video ini, saya.coba chatGPT. Ternyata lebih seru video Anda daripada hasil pekerjaan si AI. Saya suruh dia bikin video 30 detik berkali2, suruh bikin puisi, minta dia membuat coding (saya pernah jadi editor dan punya beberapa buku puisi dan bisa memrogram app) dan melakukan tugas2 sederhana seperti di google. Dia belum bisa terlalu dalam dan tidak sangat spesifik, dan memang di bagian tertentu yg membedakan kita dengan mesin, dia bahkan menolak untuk melakukannya. Bahkan untuk pekerjaan yang menyangkut SEO, dia cuman memberikan penjelasan permukaan Belummm... belum ada yang perlu ditakutkan.",Setelah menonton video ini saya coba chatGPT Ternyata lebih seru video Anda daripada hasil pekerjaan si AI Saya suruh dia bikin video detik berkali suruh bikin puisi minta dia membuat coding saya pernah jadi editor dan punya beberapa buku puisi dan bisa memrogram app dan melakukan tugas sederhana seperti di google Dia belum bisa terlalu dalam dan tidak sangat spesifik dan memang di bagian tertentu yg membedakan kita dengan mesin dia bahkan menolak untuk melakukannya Bahkan untuk pekerjaan yang menyangkut SEO dia cuman memberikan penjelasan permukaan Belummm belum ada yang perlu ditakutkan,setelah menonton video ini saya coba chatgpt ternyata lebih seru video anda daripada hasil pekerjaan si ai saya suruh dia bikin video detik berkali suruh bikin puisi minta dia membuat coding saya pernah jadi editor dan punya beberapa buku puisi dan bisa memrogram app dan melakukan tugas sederhana seperti di google dia belum bisa terlalu dalam dan tidak sangat spesifik dan memang di bagian tertentu yg membedakan kita dengan mesin dia bahkan menolak untuk melakukannya bahkan untuk pekerjaan yang menyangkut seo dia cuman memberikan penjelasan permukaan belummm belum ada yang perlu ditakutkan,setelah menonton video ini saya coba chatgpt ternyata lebih seru video anda daripada hasil pekerjaan si ai saya suruh dia bikin video detik berkali suruh bikin puisi minta dia membuat coding saya pernah jadi editor dan punya beberapa buku puisi dan bisa memrogram app dan melakukan tugas sederhana seperti di google dia belum bisa terlalu dalam dan tidak sangat spesifik dan memang di bagian tertentu yang membedakan kita dengan mesin dia bahkan menolak untuk melakukannya bahkan untuk pekerjaan yang menyangkut seo dia cuman memberikan penjelasan permukaan belummm belum ada yang perlu ditakutkan,"['setelah', 'menonton', 'video', 'ini', 'saya', 'coba', 'chatgpt', 'ternyata', 'lebih', 'seru', 'video', 'anda', 'daripada', 'hasil', 'pekerjaan', 'si', 'ai', 'saya', 'suruh', 'dia', 'bikin', 'video', 'detik', 'berkali', 'suruh', 'bikin', 'puisi', 'minta', 'dia', 'membuat', 'coding', 'saya', 'pernah', 'jadi', 'editor', 'dan', 'punya', 'beberapa', 'buku', 'puisi', 'dan', 'bisa', 'memrogram', 'app', 'dan', 'melakukan', 'tugas', 'sederhana', 'seperti', 'di', 'google', 'dia', 'belum', 'bisa', 'terlalu', 'dalam', 'dan', 'tidak', 'sangat', 'spesifik', 'dan', 'memang', 'di', 'bagian', 'tertentu', 'yang', 'membedakan', 'kita', 'dengan', 'mesin', 'dia', 'bahkan', 'menolak', 'untuk', 'melakukannya', 'bahkan', 'untuk', 'pekerjaan', 'yang', 'menyangkut', 'seo', 'dia', 'cuman', 'memberikan', 'penjelasan', 'permukaan', 'belummm', 'belum', 'ada', 'yang', 'perlu', 'ditakutkan']","['menonton', 'video', 'coba', 'chatgpt', 'seru', 'video', 'hasil', 'pekerjaan', 'si', 'ai', 'suruh', 'bikin', 'video', 'detik', 'berkali', 'suruh', 'bikin', 'puisi', 'coding', 'editor', 'buku', 'puisi', 'memrogram', 'app', 'tugas', 'sederhana', 'google', 'spesifik', 'membedakan', 'mesin', 'menolak', 'melakukannya', 'pekerjaan', 'seo', 'cuman', 'penjelasan', 'permukaan', 'belummm', 'ditakutkan']","['tonton', 'video', 'coba', 'chatgpt', 'seru', 'video', 'hasil', 'kerja', 'si', 'ai', 'suruh', 'bikin', 'video', 'detik', 'kali', 'suruh', 'bikin', 'puisi', 'coding', 'editor', 'buku', 'puisi', 'memrogram', 'app', 'tugas', 'sederhana', 'google', 'spesifik', 'beda', 'mesin', 'tolak', 'laku', 'kerja', 'seo', 'cuman', 'jelas', 'muka', 'belummm', 'takut']",positif
Thanks untuk ulasannya mas.,Thanks untuk ulasannya mas,thanks untuk ulasannya mas,thanks untuk ulasannya mas,"['thanks', 'untuk', 'ulasannya', 'mas']","['thanks', 'ulasannya', 'mas']","['thanks', 'ulas', 'mas']",positif
untuk guru di bidang inklusi atau preschool apakah bisa tergantikan juga?,untuk guru di bidang inklusi atau preschool apakah bisa tergantikan juga,untuk guru di bidang inklusi atau preschool apakah bisa tergantikan juga,untuk guru di bidang inklusi atau preschool apakah bisa tergantikan juga,"['untuk', 'guru', 'di', 'bidang', 'inklusi', 'atau', 'preschool', 'apakah', 'bisa', 'tergantikan', 'juga']","['guru', 'bidang', 'inklusi', 'preschool', 'tergantikan']","['guru', 'bidang', 'inklusi', 'preschool', 'ganti']",positif
Bener gan. Namanya Ai tentu bisa jadi alat apapun salah satunya jadi alat propaganda pembodohan,Bener gan Namanya Ai tentu bisa jadi alat apapun salah satunya jadi alat propaganda pembodohan,bener gan namanya ai tentu bisa jadi alat apapun salah satunya jadi alat propaganda pembodohan,bener agang namanya ai tentu bisa jadi alat apapun salah satunya jadi alat propaganda pembodohan,"['bener', 'agang', 'namanya', 'ai', 'tentu', 'bisa', 'jadi', 'alat', 'apapun', 'salah', 'satunya', 'jadi', 'alat', 'propaganda', 'pembodohan']","['bener', 'agang', 'namanya', 'ai', 'alat', 'apapun', 'salah', 'satunya', 'alat', 'propaganda', 'pembodohan']","['bener', 'agang', 'nama', 'ai', 'alat', 'apa', 'salah', 'satu', 'alat', 'propaganda', 'bodoh']",positif
" @jackbrown107  disatu sisi juga bagus ngebantu kayak pekerjaan jadi mudah, disatu sisi kalau kota terlena dan asal terima informasi tanpa di olah lagi,  bisa jadi hal yg berbahaya kayak akasha terminal ",disatu sisi juga bagus ngebantu kayak pekerjaan jadi mudah disatu sisi kalau kota terlena dan asal terima informasi tanpa di olah lagi bisa jadi hal yg berbahaya kayak akasha terminal,disatu sisi juga bagus ngebantu kayak pekerjaan jadi mudah disatu sisi kalau kota terlena dan asal terima informasi tanpa di olah lagi bisa jadi hal yg berbahaya kayak akasha terminal,disatu sisi juga bagus ngebantu kayak pekerjaan jadi mudah disatu sisi kalau kota terlena dan asal terima informasi tanpa di olah lagi bisa jadi hal yang berbahaya kayak akasha terminal,"['disatu', 'sisi', 'juga', 'bagus', 'ngebantu', 'kayak', 'pekerjaan', 'jadi', 'mudah', 'disatu', 'sisi', 'kalau', 'kota', 'terlena', 'dan', 'asal', 'terima', 'informasi', 'tanpa', 'di', 'olah', 'lagi', 'bisa', 'jadi', 'hal', 'yang', 'berbahaya', 'kayak', 'akasha', 'terminal']","['disatu', 'sisi', 'bagus', 'ngebantu', 'kayak', 'pekerjaan', 'mudah', 'disatu', 'sisi', 'kota', 'terlena', 'terima', 'informasi', 'olah', 'berbahaya', 'kayak', 'akasha', 'terminal']","['satu', 'sisi', 'bagus', 'ngebantu', 'kayak', 'kerja', 'mudah', 'satu', 'sisi', 'kota', 'lena', 'terima', 'informasi', 'olah', 'bahaya', 'kayak', 'akasha', 'terminal']",positif
Thanks untuk infonya mas.,Thanks untuk infonya mas,thanks untuk infonya mas,thanks untuk infonya mas,"['thanks', 'untuk', 'infonya', 'mas']","['thanks', 'infonya', 'mas']","['thanks', 'info', 'mas']",positif
"Thats POINT, memanfaatkan AI untuk manusianya lebih produktif dan efisien

Thanks mas",Thats POINT memanfaatkan AI untuk manusianya lebih produktif dan efisien Thanks mas,thats point memanfaatkan ai untuk manusianya lebih produktif dan efisien thanks mas,thats point memanfaatkan ai untuk manusianya lebih produktif dan efisien thanks mas,"['thats', 'point', 'memanfaatkan', 'ai', 'untuk', 'manusianya', 'lebih', 'produktif', 'dan', 'efisien', 'thanks', 'mas']","['thats', 'point', 'memanfaatkan', 'ai', 'manusianya', 'produktif', 'efisien', 'thanks', 'mas']","['thats', 'point', 'manfaat', 'ai', 'manusia', 'produktif', 'efisien', 'thanks', 'mas']",positif
"Sangat membantu sekali untuk pekerjaan, konfigurasi di perangkat network jadi mudah",Sangat membantu sekali untuk pekerjaan konfigurasi di perangkat network jadi mudah,sangat membantu sekali untuk pekerjaan konfigurasi di perangkat network jadi mudah,sangat membantu sekali untuk pekerjaan konfigurasi di perangkat network jadi mudah,"['sangat', 'membantu', 'sekali', 'untuk', 'pekerjaan', 'konfigurasi', 'di', 'perangkat', 'network', 'jadi', 'mudah']","['membantu', 'pekerjaan', 'konfigurasi', 'perangkat', 'network', 'mudah']","['bantu', 'kerja', 'konfigurasi', 'perangkat', 'network', 'mudah']",positif
"The best emg bapak ini, saya bertanya tanya teknologi ini langsung dibikin konten ",The best emg bapak ini saya bertanya tanya teknologi ini langsung dibikin konten,the best emg bapak ini saya bertanya tanya teknologi ini langsung dibikin konten,the best emg bapak ini saya bertanya tanya teknologi ini langsung dibikin konten,"['the', 'best', 'emg', 'bapak', 'ini', 'saya', 'bertanya', 'tanya', 'teknologi', 'ini', 'langsung', 'dibikin', 'konten']","['the', 'best', 'emg', 'teknologi', 'langsung', 'dibikin', 'konten']","['the', 'best', 'emg', 'teknologi', 'langsung', 'bikin', 'konten']",positif
"Thankyou for sharing, Pa Indrawan! Info"" & analisisnya selalu berguna bgt utk saya ",Thankyou for sharing Pa Indrawan Info analisisnya selalu berguna bgt utk saya,thankyou for sharing pa indrawan info analisisnya selalu berguna bgt utk saya,thankyou for sharing pa indrawan info analisisnya selalu berguna banget untuk saya,"['thankyou', 'for', 'sharing', 'pa', 'indrawan', 'info', 'analisisnya', 'selalu', 'berguna', 'banget', 'untuk', 'saya']","['thankyou', 'for', 'sharing', 'pa', 'indrawan', 'info', 'analisisnya', 'berguna', 'banget']","['thankyou', 'for', 'sharing', 'pa', 'indrawan', 'info', 'analisis', 'guna', 'banget']",positif
AI diciptakan untuk membantu pekerjaan manusia agar lebih cepat dan efisien. Ambil peluang ini sedini mungkin,AI diciptakan untuk membantu pekerjaan manusia agar lebih cepat dan efisien Ambil peluang ini sedini mungkin,ai diciptakan untuk membantu pekerjaan manusia agar lebih cepat dan efisien ambil peluang ini sedini mungkin,ai diciptakan untuk membantu pekerjaan manusia agar lebih cepat dan efisien ambil peluang ini sedini mungkin,"['ai', 'diciptakan', 'untuk', 'membantu', 'pekerjaan', 'manusia', 'agar', 'lebih', 'cepat', 'dan', 'efisien', 'ambil', 'peluang', 'ini', 'sedini', 'mungkin']","['ai', 'diciptakan', 'membantu', 'pekerjaan', 'manusia', 'cepat', 'efisien', 'ambil', 'peluang', 'sedini']","['ai', 'cipta', 'bantu', 'kerja', 'manusia', 'cepat', 'efisien', 'ambil', 'peluang', 'din']",positif
