Comment,cleanComment,resultCaseFolding,resultReplaceSlang,resultTokenize,resultStopword,resultStemming,sentimen
"saya pernah coba di chatgpt ""dialog untuk melawan atasan""
dia menjawab 
""Sebagai model AI, saya tidak menyarankan bertindak melawan atasan. Lebih baik untuk mengatasi masalah melalui komunikasi dan negosiasi yang produktif dan profesional. Jika Anda merasa ada masalah yang harus dibicarakan, cobalah untuk menyampaikan pandangan dan pendapat Anda secara terbuka dan dalam cara yang respekful terhadap atasan Anda. Mungkin ada solusi yang dapat dicapai melalui komunikasi yang efektif""",saya pernah coba di chatgpt dialog untuk melawan atasan dia menjawab Sebagai model AI saya tidak menyarankan bertindak melawan atasan Lebih baik untuk mengatasi masalah melalui komunikasi dan negosiasi yang produktif dan profesional Jika Anda merasa ada masalah yang harus dibicarakan cobalah untuk menyampaikan pandangan dan pendapat Anda secara terbuka dan dalam cara yang respekful terhadap atasan Anda Mungkin ada solusi yang dapat dicapai melalui komunikasi yang efektif,saya pernah coba di chatgpt dialog untuk melawan atasan dia menjawab sebagai model ai saya tidak menyarankan bertindak melawan atasan lebih baik untuk mengatasi masalah melalui komunikasi dan negosiasi yang produktif dan profesional jika anda merasa ada masalah yang harus dibicarakan cobalah untuk menyampaikan pandangan dan pendapat anda secara terbuka dan dalam cara yang respekful terhadap atasan anda mungkin ada solusi yang dapat dicapai melalui komunikasi yang efektif,saya pernah coba di chatgpt dialog untuk melawan atasan dia menjawab sebagai model ai saya tidak menyarankan bertindak melawan atasan lebih baik untuk mengatasi masalah melalui komunikasi dan negosiasi yang produktif dan profesional jika anda merasa ada masalah yang harus dibicarakan cobalah untuk menyampaikan pandangan dan pendapat anda secara terbuka dan dalam cara yang respekful terhadap atasan anda mungkin ada solusi yang dapat dicapai melalui komunikasi yang efektif,"['saya', 'pernah', 'coba', 'di', 'chatgpt', 'dialog', 'untuk', 'melawan', 'atasan', 'dia', 'menjawab', 'sebagai', 'model', 'ai', 'saya', 'tidak', 'menyarankan', 'bertindak', 'melawan', 'atasan', 'lebih', 'baik', 'untuk', 'mengatasi', 'masalah', 'melalui', 'komunikasi', 'dan', 'negosiasi', 'yang', 'produktif', 'dan', 'profesional', 'jika', 'anda', 'merasa', 'ada', 'masalah', 'yang', 'harus', 'dibicarakan', 'cobalah', 'untuk', 'menyampaikan', 'pandangan', 'dan', 'pendapat', 'anda', 'secara', 'terbuka', 'dan', 'dalam', 'cara', 'yang', 'respekful', 'terhadap', 'atasan', 'anda', 'mungkin', 'ada', 'solusi', 'yang', 'dapat', 'dicapai', 'melalui', 'komunikasi', 'yang', 'efektif']","['coba', 'chatgpt', 'dialog', 'melawan', 'atasan', 'model', 'ai', 'menyarankan', 'bertindak', 'melawan', 'atasan', 'mengatasi', 'komunikasi', 'negosiasi', 'produktif', 'profesional', 'dibicarakan', 'cobalah', 'pandangan', 'pendapat', 'terbuka', 'respekful', 'atasan', 'solusi', 'dicapai', 'komunikasi', 'efektif']","['coba', 'chatgpt', 'dialog', 'lawan', 'atas', 'model', 'ai', 'saran', 'tindak', 'lawan', 'atas', 'atas', 'komunikasi', 'negosiasi', 'produktif', 'profesional', 'bicara', 'coba', 'pandang', 'dapat', 'buka', 'respekful', 'atas', 'solusi', 'capai', 'komunikasi', 'efektif']",netral
Terima kasih. Tanya bang. Bagaimana pengaruh chatGPT terhadap pertimbangan dan keputusan politik di suatu negara.,Terima kasih Tanya bang Bagaimana pengaruh chatGPT terhadap pertimbangan dan keputusan politik di suatu negara,terima kasih tanya bang bagaimana pengaruh chatgpt terhadap pertimbangan dan keputusan politik di suatu negara,terima kasih tanya bang bagaimana pengaruh chatgpt terhadap pertimbangan dan keputusan politik di suatu negara,"['terima', 'kasih', 'tanya', 'bang', 'bagaimana', 'pengaruh', 'chatgpt', 'terhadap', 'pertimbangan', 'dan', 'keputusan', 'politik', 'di', 'suatu', 'negara']","['terima', 'kasih', 'bang', 'pengaruh', 'chatgpt', 'pertimbangan', 'keputusan', 'politik', 'negara']","['terima', 'kasih', 'bang', 'pengaruh', 'chatgpt', 'timbang', 'putus', 'politik', 'negara']",netral
"Chat GPT memicu distrupsi sistem edukasi kita.
Kita sudah terpaku ke sistem edukasi yang menekan kreatifitas, dan menciptakan manusia yang malas berfikir.",Chat GPT memicu distrupsi sistem edukasi kita Kita sudah terpaku ke sistem edukasi yang menekan kreatifitas dan menciptakan manusia yang malas berfikir,chat gpt memicu distrupsi sistem edukasi kita kita sudah terpaku ke sistem edukasi yang menekan kreatifitas dan menciptakan manusia yang malas berfikir,chat gpt memicu distrupsi sistem edukasi kita kita sudah terpaku ke sistem edukasi yang menekan kreatifitas dan menciptakan manusia yang malas berfikir,"['chat', 'gpt', 'memicu', 'distrupsi', 'sistem', 'edukasi', 'kita', 'kita', 'sudah', 'terpaku', 'ke', 'sistem', 'edukasi', 'yang', 'menekan', 'kreatifitas', 'dan', 'menciptakan', 'manusia', 'yang', 'malas', 'berfikir']","['chat', 'gpt', 'memicu', 'distrupsi', 'sistem', 'edukasi', 'terpaku', 'sistem', 'edukasi', 'menekan', 'kreatifitas', 'menciptakan', 'manusia', 'malas', 'berfikir']","['chat', 'gpt', 'picu', 'distrupsi', 'sistem', 'edukasi', 'terpa', 'sistem', 'edukasi', 'tekan', 'kreatifitas', 'cipta', 'manusia', 'malas', 'berfikir']",netral
"Saya create dummy database untuk testing software dengan ChatGPT, tinggal definisikan tiap variabel, minta generate 1 data dummy dulu, jika ada koreksi, redefinisikan variable, generate ulang, jika sudah benar, minta generate data dummy sebanyak yg diinginkan dan sebanyak apapun variabelnya asalkan kita bisa definisikan dengan benar, ChatGPT bisa generate kan. Bahkan beberapa variabel, saya tidak perlu definisikan karena ChatGPT sudah tau apa variabel tersebut di dunia nyata",Saya create dummy database untuk testing software dengan ChatGPT tinggal definisikan tiap variabel minta generate data dummy dulu jika ada koreksi redefinisikan variable generate ulang jika sudah benar minta generate data dummy sebanyak yg diinginkan dan sebanyak apapun variabelnya asalkan kita bisa definisikan dengan benar ChatGPT bisa generate kan Bahkan beberapa variabel saya tidak perlu definisikan karena ChatGPT sudah tau apa variabel tersebut di dunia nyata,saya create dummy database untuk testing software dengan chatgpt tinggal definisikan tiap variabel minta generate data dummy dulu jika ada koreksi redefinisikan variable generate ulang jika sudah benar minta generate data dummy sebanyak yg diinginkan dan sebanyak apapun variabelnya asalkan kita bisa definisikan dengan benar chatgpt bisa generate kan bahkan beberapa variabel saya tidak perlu definisikan karena chatgpt sudah tau apa variabel tersebut di dunia nyata,saya create dummy database untuk testing software dengan chatgpt tinggal definisikan tiap variabel minta generate data dummy dulu jika ada koreksi redefinisikan variable generate ulang jika sudah benar minta generate data dummy sebanyak yang diinginkan dan sebanyak apapun variabelnya asalkan kita bisa definisikan dengan benar chatgpt bisa generate kan bahkan beberapa variabel saya tidak perlu definisikan karena chatgpt sudah tahu apa variabel tersebut di dunia nyata,"['saya', 'create', 'dummy', 'database', 'untuk', 'testing', 'software', 'dengan', 'chatgpt', 'tinggal', 'definisikan', 'tiap', 'variabel', 'minta', 'generate', 'data', 'dummy', 'dulu', 'jika', 'ada', 'koreksi', 'redefinisikan', 'variable', 'generate', 'ulang', 'jika', 'sudah', 'benar', 'minta', 'generate', 'data', 'dummy', 'sebanyak', 'yang', 'diinginkan', 'dan', 'sebanyak', 'apapun', 'variabelnya', 'asalkan', 'kita', 'bisa', 'definisikan', 'dengan', 'benar', 'chatgpt', 'bisa', 'generate', 'kan', 'bahkan', 'beberapa', 'variabel', 'saya', 'tidak', 'perlu', 'definisikan', 'karena', 'chatgpt', 'sudah', 'tahu', 'apa', 'variabel', 'tersebut', 'di', 'dunia', 'nyata']","['create', 'dummy', 'database', 'testing', 'software', 'chatgpt', 'tinggal', 'definisikan', 'variabel', 'generate', 'data', 'dummy', 'koreksi', 'redefinisikan', 'variable', 'generate', 'ulang', 'generate', 'data', 'dummy', 'apapun', 'variabelnya', 'definisikan', 'chatgpt', 'generate', 'variabel', 'definisikan', 'chatgpt', 'variabel', 'dunia', 'nyata']","['create', 'dummy', 'database', 'testing', 'software', 'chatgpt', 'tinggal', 'definisi', 'variabel', 'generate', 'data', 'dummy', 'koreksi', 'redefinisi', 'variable', 'generate', 'ulang', 'generate', 'data', 'dummy', 'apa', 'variabel', 'definisi', 'chatgpt', 'generate', 'variabel', 'definisi', 'chatgpt', 'variabel', 'dunia', 'nyata']",netral
"kelebihan chatGPT dia paham konteks dari chat kita
berbeda dengan google assistent yang cuma one shot question.
cortana rasanya penggembangannya jauh ketinggalan dibawah google",kelebihan chatGPT dia paham konteks dari chat kita berbeda dengan google assistent yang cuma one shot question cortana rasanya penggembangannya jauh ketinggalan dibawah google,kelebihan chatgpt dia paham konteks dari chat kita berbeda dengan google assistent yang cuma one shot question cortana rasanya penggembangannya jauh ketinggalan dibawah google,kelebihan chatgpt dia paham konteks dari chat kita berbeda dengan google assistent yang cuma one shot question cortana rasanya penggembangannya jauh ketinggalan dibawah google,"['kelebihan', 'chatgpt', 'dia', 'paham', 'konteks', 'dari', 'chat', 'kita', 'berbeda', 'dengan', 'google', 'assistent', 'yang', 'cuma', 'one', 'shot', 'question', 'cortana', 'rasanya', 'penggembangannya', 'jauh', 'ketinggalan', 'dibawah', 'google']","['kelebihan', 'chatgpt', 'paham', 'konteks', 'chat', 'berbeda', 'google', 'assistent', 'one', 'shot', 'question', 'cortana', 'penggembangannya', 'ketinggalan', 'dibawah', 'google']","['lebih', 'chatgpt', 'paham', 'konteks', 'chat', 'beda', 'google', 'assistent', 'one', 'shot', 'question', 'cortana', 'penggembangannya', 'tinggal', 'bawah', 'google']",netral
Dia lebih ke jawaban netral bro masih medium lah dalam tahap wajar,Dia lebih ke jawaban netral bro masih medium lah dalam tahap wajar,dia lebih ke jawaban netral bro masih medium lah dalam tahap wajar,dia lebih ke jawaban netral saudara masih medium lah dalam tahap wajar,"['dia', 'lebih', 'ke', 'jawaban', 'netral', 'saudara', 'masih', 'medium', 'lah', 'dalam', 'tahap', 'wajar']","['netral', 'saudara', 'medium', 'tahap', 'wajar']","['netral', 'saudara', 'medium', 'tahap', 'wajar']",netral
"Betul, sudah banyak riset yang dilakukan",Betul sudah banyak riset yang dilakukan,betul sudah banyak riset yang dilakukan,betul sudah banyak riset yang dilakukan,"['betul', 'sudah', 'banyak', 'riset', 'yang', 'dilakukan']",['riset'],['riset'],netral
"baca2 komen kenapa pd takut, saya malah semangat pengen tau AI ini bisa apa aja. semakin bnyk yg bsa dia gunakan bukannya semakin bnyk peluang buat mensejahterakan hidup manusia",baca komen kenapa pd takut saya malah semangat pengen tau AI ini bisa apa aja semakin bnyk yg bsa dia gunakan bukannya semakin bnyk peluang buat mensejahterakan hidup manusia,baca komen kenapa pd takut saya malah semangat pengen tau ai ini bisa apa aja semakin bnyk yg bsa dia gunakan bukannya semakin bnyk peluang buat mensejahterakan hidup manusia,baca komen kenapa pd takut saya malah semangat pengen tahu ai ini bisa apa aja semakin bnyk yang bisa dia gunakan bukannya semakin bnyk peluang buat mensejahterakan hidup manusia,"['baca', 'komen', 'kenapa', 'pd', 'takut', 'saya', 'malah', 'semangat', 'pengen', 'tahu', 'ai', 'ini', 'bisa', 'apa', 'aja', 'semakin', 'bnyk', 'yang', 'bisa', 'dia', 'gunakan', 'bukannya', 'semakin', 'bnyk', 'peluang', 'buat', 'mensejahterakan', 'hidup', 'manusia']","['baca', 'komen', 'pd', 'takut', 'semangat', 'pengen', 'ai', 'aja', 'bnyk', 'bnyk', 'peluang', 'mensejahterakan', 'hidup', 'manusia']","['baca', 'komen', 'pd', 'takut', 'semangat', 'ken', 'ai', 'aja', 'bnyk', 'bnyk', 'peluang', 'sejahtera', 'hidup', 'manusia']",netral
"Saya pernah mencobanya di openAI, chatGPT memang luar biasa kemampuannya. ",Saya pernah mencobanya di openAI chatGPT memang luar biasa kemampuannya,saya pernah mencobanya di openai chatgpt memang luar biasa kemampuannya,saya pernah mencobanya di openai chatgpt memang luar biasa kemampuannya,"['saya', 'pernah', 'mencobanya', 'di', 'openai', 'chatgpt', 'memang', 'luar', 'biasa', 'kemampuannya']","['mencobanya', 'openai', 'chatgpt', 'kemampuannya']","['coba', 'openai', 'chatgpt', 'mampu']",netral
"Sebagai pendamping belajar, misal chatgpt membuat artikel, guru menyuruh siswa untuk nengkaji hasil artikel chatgpt. Jadi belajar tuh ga ngajar -> ngerjain tugas, tapi lebih menjadi diskusi kelompok aktif. Jadi kelas lebih atraktif dan siswa jadi lebih kritis ga leha2 di kelas",Sebagai pendamping belajar misal chatgpt membuat artikel guru menyuruh siswa untuk nengkaji hasil artikel chatgpt Jadi belajar tuh ga ngajar ngerjain tugas tapi lebih menjadi diskusi kelompok aktif Jadi kelas lebih atraktif dan siswa jadi lebih kritis ga leha di kelas,sebagai pendamping belajar misal chatgpt membuat artikel guru menyuruh siswa untuk nengkaji hasil artikel chatgpt jadi belajar tuh ga ngajar ngerjain tugas tapi lebih menjadi diskusi kelompok aktif jadi kelas lebih atraktif dan siswa jadi lebih kritis ga leha di kelas,sebagai pendamping belajar misal chatgpt membuat artikel guru menyuruh siswa untuk nengkaji hasil artikel chatgpt jadi belajar tuh tidak ngajar ngerjain tugas tapi lebih menjadi diskusi kelompok aktif jadi kelas lebih atraktif dan siswa jadi lebih kritis tidak leha di kelas,"['sebagai', 'pendamping', 'belajar', 'misal', 'chatgpt', 'membuat', 'artikel', 'guru', 'menyuruh', 'siswa', 'untuk', 'nengkaji', 'hasil', 'artikel', 'chatgpt', 'jadi', 'belajar', 'tuh', 'tidak', 'ngajar', 'ngerjain', 'tugas', 'tapi', 'lebih', 'menjadi', 'diskusi', 'kelompok', 'aktif', 'jadi', 'kelas', 'lebih', 'atraktif', 'dan', 'siswa', 'jadi', 'lebih', 'kritis', 'tidak', 'leha', 'di', 'kelas']","['pendamping', 'belajar', 'chatgpt', 'artikel', 'guru', 'menyuruh', 'siswa', 'nengkaji', 'hasil', 'artikel', 'chatgpt', 'belajar', 'tuh', 'ngajar', 'ngerjain', 'tugas', 'diskusi', 'kelompok', 'aktif', 'kelas', 'atraktif', 'siswa', 'kritis', 'leha', 'kelas']","['damping', 'ajar', 'chatgpt', 'artikel', 'guru', 'suruh', 'siswa', 'nengkaji', 'hasil', 'artikel', 'chatgpt', 'ajar', 'tuh', 'ngajar', 'ngerjain', 'tugas', 'diskusi', 'kelompok', 'aktif', 'kelas', 'atraktif', 'siswa', 'kritis', 'leha', 'kelas']",netral
"kayaknya  pekerjaan yang paling jelas bakal tergantikan adalah CS, karana sampe sekarang aja setiap nghubungin cs mereka selalu mengunakan kata"" templet, chat gpt bisa jauh lebih dari itu",kayaknya pekerjaan yang paling jelas bakal tergantikan adalah CS karana sampe sekarang aja setiap nghubungin cs mereka selalu mengunakan kata templet chat gpt bisa jauh lebih dari itu,kayaknya pekerjaan yang paling jelas bakal tergantikan adalah cs karana sampe sekarang aja setiap nghubungin cs mereka selalu mengunakan kata templet chat gpt bisa jauh lebih dari itu,kayaknya pekerjaan yang paling jelas bakal tergantikan adalah cs karana sampe sekarang aja setiap nghubungin cs mereka selalu mengunakan kata templet chat gpt bisa jauh lebih dari itu,"['kayaknya', 'pekerjaan', 'yang', 'paling', 'jelas', 'bakal', 'tergantikan', 'adalah', 'cs', 'karana', 'sampe', 'sekarang', 'aja', 'setiap', 'nghubungin', 'cs', 'mereka', 'selalu', 'mengunakan', 'kata', 'templet', 'chat', 'gpt', 'bisa', 'jauh', 'lebih', 'dari', 'itu']","['kayaknya', 'pekerjaan', 'tergantikan', 'cs', 'karana', 'sampe', 'aja', 'nghubungin', 'cs', 'mengunakan', 'templet', 'chat', 'gpt']","['kayak', 'kerja', 'ganti', 'cs', 'karana', 'sampe', 'aja', 'nghubungin', 'cs', 'mengunakan', 'templet', 'chat', 'gpt']",netral
"sedikit revisi pak, chatGPT itu belum langsung terkoneksi dengan internet untuk sekarang, melainkan masih menggunakan data sampai pada tahun 2021, contoh nya kalo sekarang kita tanyakan negara mana yang menang di world cup qatar 2022 chatGPT belum bisa menjawap
sekian, jika ada yg salah mohon di koreksi lagi",sedikit revisi pak chatGPT itu belum langsung terkoneksi dengan internet untuk sekarang melainkan masih menggunakan data sampai pada tahun contoh nya kalo sekarang kita tanyakan negara mana yang menang di world cup qatar chatGPT belum bisa menjawap sekian jika ada yg salah mohon di koreksi lagi,sedikit revisi pak chatgpt itu belum langsung terkoneksi dengan internet untuk sekarang melainkan masih menggunakan data sampai pada tahun contoh nya kalo sekarang kita tanyakan negara mana yang menang di world cup qatar chatgpt belum bisa menjawap sekian jika ada yg salah mohon di koreksi lagi,sedikit revisi pak chatgpt itu belum langsung terkoneksi dengan internet untuk sekarang melainkan masih menggunakan data sampai pada tahun contoh nya kalau sekarang kita tanyakan negara mana yang menang di world cup qatar chatgpt belum bisa menjawap sekian jika ada yang salah mohon di koreksi lagi,"['sedikit', 'revisi', 'pak', 'chatgpt', 'itu', 'belum', 'langsung', 'terkoneksi', 'dengan', 'internet', 'untuk', 'sekarang', 'melainkan', 'masih', 'menggunakan', 'data', 'sampai', 'pada', 'tahun', 'contoh', 'nya', 'kalau', 'sekarang', 'kita', 'tanyakan', 'negara', 'mana', 'yang', 'menang', 'di', 'world', 'cup', 'qatar', 'chatgpt', 'belum', 'bisa', 'menjawap', 'sekian', 'jika', 'ada', 'yang', 'salah', 'mohon', 'di', 'koreksi', 'lagi']","['revisi', 'chatgpt', 'langsung', 'terkoneksi', 'internet', 'data', 'contoh', 'nya', 'negara', 'menang', 'world', 'cup', 'qatar', 'chatgpt', 'menjawap', 'sekian', 'salah', 'mohon', 'koreksi']","['revisi', 'chatgpt', 'langsung', 'koneksi', 'internet', 'data', 'contoh', 'nya', 'negara', 'menang', 'world', 'cup', 'qatar', 'chatgpt', 'menjawap', 'sekian', 'salah', 'mohon', 'koreksi']",netral
"Saya sebagai programmer terbantu bgt dgn chat gpt, karena jika ada problem chat gpt bisa memberikan jawabn dengan tingkat keakuratan yg tinggi",Saya sebagai programmer terbantu bgt dgn chat gpt karena jika ada problem chat gpt bisa memberikan jawabn dengan tingkat keakuratan yg tinggi,saya sebagai programmer terbantu bgt dgn chat gpt karena jika ada problem chat gpt bisa memberikan jawabn dengan tingkat keakuratan yg tinggi,saya sebagai programmer terbantu banget dengan chat gpt karena jika ada problem chat gpt bisa memberikan jawabn dengan tingkat keakuratan yang tinggi,"['saya', 'sebagai', 'programmer', 'terbantu', 'banget', 'dengan', 'chat', 'gpt', 'karena', 'jika', 'ada', 'problem', 'chat', 'gpt', 'bisa', 'memberikan', 'jawabn', 'dengan', 'tingkat', 'keakuratan', 'yang', 'tinggi']","['programmer', 'terbantu', 'banget', 'chat', 'gpt', 'problem', 'chat', 'gpt', 'jawabn', 'tingkat', 'keakuratan']","['programmer', 'bantu', 'banget', 'chat', 'gpt', 'problem', 'chat', 'gpt', 'jawabn', 'tingkat', 'akurat']",netral
"chat gpt sebenarnya karena dia bisa menjawab semua pertanyaan, justru itu yang jadi kelemahan, diman dia hanya menjawab tergantung pertanyaan kita, jadi mau bagaimana pun hasil yang di dapat itu tergantung dari pengguna, pernah coba untuk membangun sebua program aplikasi dasar, ternyata dia hanya bisa mengerjakanya tergantung kemampuan  kita di bidang informatika yang dimiliki, jadi menurutku dia tidak bisa menggantikan, hanya bisa menjadi pembantu.",chat gpt sebenarnya karena dia bisa menjawab semua pertanyaan justru itu yang jadi kelemahan diman dia hanya menjawab tergantung pertanyaan kita jadi mau bagaimana pun hasil yang di dapat itu tergantung dari pengguna pernah coba untuk membangun sebua program aplikasi dasar ternyata dia hanya bisa mengerjakanya tergantung kemampuan kita di bidang informatika yang dimiliki jadi menurutku dia tidak bisa menggantikan hanya bisa menjadi pembantu,chat gpt sebenarnya karena dia bisa menjawab semua pertanyaan justru itu yang jadi kelemahan diman dia hanya menjawab tergantung pertanyaan kita jadi mau bagaimana pun hasil yang di dapat itu tergantung dari pengguna pernah coba untuk membangun sebua program aplikasi dasar ternyata dia hanya bisa mengerjakanya tergantung kemampuan kita di bidang informatika yang dimiliki jadi menurutku dia tidak bisa menggantikan hanya bisa menjadi pembantu,chat gpt sebenarnya karena dia bisa menjawab semua pertanyaan justru itu yang jadi kelemahan diman dia hanya menjawab tergantung pertanyaan kita jadi mau bagaimana pun hasil yang di dapat itu tergantung dari pengguna pernah coba untuk membangun sebua program aplikasi dasar ternyata dia hanya bisa mengerjakanya tergantung kemampuan kita di bidang informatika yang dimiliki jadi menurutku dia tidak bisa menggantikan hanya bisa menjadi pembantu,"['chat', 'gpt', 'sebenarnya', 'karena', 'dia', 'bisa', 'menjawab', 'semua', 'pertanyaan', 'justru', 'itu', 'yang', 'jadi', 'kelemahan', 'diman', 'dia', 'hanya', 'menjawab', 'tergantung', 'pertanyaan', 'kita', 'jadi', 'mau', 'bagaimana', 'pun', 'hasil', 'yang', 'di', 'dapat', 'itu', 'tergantung', 'dari', 'pengguna', 'pernah', 'coba', 'untuk', 'membangun', 'sebua', 'program', 'aplikasi', 'dasar', 'ternyata', 'dia', 'hanya', 'bisa', 'mengerjakanya', 'tergantung', 'kemampuan', 'kita', 'di', 'bidang', 'informatika', 'yang', 'dimiliki', 'jadi', 'menurutku', 'dia', 'tidak', 'bisa', 'menggantikan', 'hanya', 'bisa', 'menjadi', 'pembantu']","['chat', 'gpt', 'kelemahan', 'diman', 'tergantung', 'hasil', 'tergantung', 'pengguna', 'coba', 'membangun', 'sebua', 'program', 'aplikasi', 'dasar', 'mengerjakanya', 'tergantung', 'kemampuan', 'bidang', 'informatika', 'dimiliki', 'menurutku', 'menggantikan', 'pembantu']","['chat', 'gpt', 'lemah', 'dim', 'gantung', 'hasil', 'gantung', 'guna', 'coba', 'bangun', 'bua', 'program', 'aplikasi', 'dasar', 'mengerjakanya', 'gantung', 'mampu', 'bidang', 'informatika', 'milik', 'turut', 'ganti', 'bantu']",netral
"Sekadar info om,kalau dilihat dari sisi usernya saat ini Chat GbT Emang masih kalah dari google,tapi bulan ini chat Gptmasuk menjadi ekologi kripto pi network dan perlu diketahui user pi network 33 juta lebih diseluruh dunia,jika ini sudah dibuka maka google pantas ketakutan",Sekadar info om kalau dilihat dari sisi usernya saat ini Chat GbT Emang masih kalah dari google tapi bulan ini chat Gptmasuk menjadi ekologi kripto pi network dan perlu diketahui user pi network juta lebih diseluruh dunia jika ini sudah dibuka maka google pantas ketakutan,sekadar info om kalau dilihat dari sisi usernya saat ini chat gbt emang masih kalah dari google tapi bulan ini chat gptmasuk menjadi ekologi kripto pi network dan perlu diketahui user pi network juta lebih diseluruh dunia jika ini sudah dibuka maka google pantas ketakutan,sekadar info om kalau dilihat dari sisi usernya saat ini chat gbt emang masih kalah dari google tapi bulan ini chat gptmasuk menjadi ekologi kripto pi network dan perlu diketahui user pi network juta lebih diseluruh dunia jika ini sudah dibuka maka google pantas ketakutan,"['sekadar', 'info', 'om', 'kalau', 'dilihat', 'dari', 'sisi', 'usernya', 'saat', 'ini', 'chat', 'gbt', 'emang', 'masih', 'kalah', 'dari', 'google', 'tapi', 'bulan', 'ini', 'chat', 'gptmasuk', 'menjadi', 'ekologi', 'kripto', 'pi', 'network', 'dan', 'perlu', 'diketahui', 'user', 'pi', 'network', 'juta', 'lebih', 'diseluruh', 'dunia', 'jika', 'ini', 'sudah', 'dibuka', 'maka', 'google', 'pantas', 'ketakutan']","['info', 'om', 'sisi', 'usernya', 'chat', 'gbt', 'emang', 'kalah', 'google', 'chat', 'gptmasuk', 'ekologi', 'kripto', 'pi', 'network', 'user', 'pi', 'network', 'juta', 'diseluruh', 'dunia', 'dibuka', 'google', 'ketakutan']","['info', 'om', 'sisi', 'usernya', 'chat', 'gbt', 'emang', 'kalah', 'google', 'chat', 'gptmasuk', 'ekologi', 'kripto', 'pi', 'network', 'user', 'pi', 'network', 'juta', 'seluruh', 'dunia', 'buka', 'google', 'takut']",netral
"microsoft akan invest 10 miliar USD utk pengembangan AI, sementara otakku masih sebatas pengen bangun kontrakan atau beli kebun sawit kalo punya dana segitu, salut dan salut buat kalian org2 pintar",microsoft akan invest miliar USD utk pengembangan AI sementara otakku masih sebatas pengen bangun kontrakan atau beli kebun sawit kalo punya dana segitu salut dan salut buat kalian org pintar,microsoft akan invest miliar usd utk pengembangan ai sementara otakku masih sebatas pengen bangun kontrakan atau beli kebun sawit kalo punya dana segitu salut dan salut buat kalian org pintar,microsoft akan invest miliar usd untuk pengembangan ai sementara otakku masih sebatas pengen bangun kontrakan atau beli kebun sawit kalau punya dana segitu salut dan salut buat kalian orang pintar,"['microsoft', 'akan', 'invest', 'miliar', 'usd', 'untuk', 'pengembangan', 'ai', 'sementara', 'otakku', 'masih', 'sebatas', 'pengen', 'bangun', 'kontrakan', 'atau', 'beli', 'kebun', 'sawit', 'kalau', 'punya', 'dana', 'segitu', 'salut', 'dan', 'salut', 'buat', 'kalian', 'orang', 'pintar']","['microsoft', 'invest', 'miliar', 'usd', 'pengembangan', 'ai', 'otakku', 'sebatas', 'pengen', 'bangun', 'kontrakan', 'beli', 'kebun', 'sawit', 'dana', 'segitu', 'salut', 'salut', 'orang', 'pintar']","['microsoft', 'invest', 'miliar', 'usd', 'kembang', 'ai', 'otak', 'batas', 'ken', 'bangun', 'kontra', 'beli', 'kebun', 'sawit', 'dana', 'segitu', 'salut', 'salut', 'orang', 'pintar']",netral
"Betul sekali, bahkan sdm manusia banyak yang bisa digantikan, perusahaan bisa lebih efisien terhadap penggunaan SDM sehingga menghemat anggaran. Sehingga manusia menjadi lebih sejahtera",Betul sekali bahkan sdm manusia banyak yang bisa digantikan perusahaan bisa lebih efisien terhadap penggunaan SDM sehingga menghemat anggaran Sehingga manusia menjadi lebih sejahtera,betul sekali bahkan sdm manusia banyak yang bisa digantikan perusahaan bisa lebih efisien terhadap penggunaan sdm sehingga menghemat anggaran sehingga manusia menjadi lebih sejahtera,betul sekali bahkan sdm manusia banyak yang bisa digantikan perusahaan bisa lebih efisien terhadap penggunaan sdm sehingga menghemat anggaran sehingga manusia menjadi lebih sejahtera,"['betul', 'sekali', 'bahkan', 'sdm', 'manusia', 'banyak', 'yang', 'bisa', 'digantikan', 'perusahaan', 'bisa', 'lebih', 'efisien', 'terhadap', 'penggunaan', 'sdm', 'sehingga', 'menghemat', 'anggaran', 'sehingga', 'manusia', 'menjadi', 'lebih', 'sejahtera']","['sdm', 'manusia', 'digantikan', 'perusahaan', 'efisien', 'penggunaan', 'sdm', 'menghemat', 'anggaran', 'manusia', 'sejahtera']","['sdm', 'manusia', 'ganti', 'usaha', 'efisien', 'guna', 'sdm', 'hemat', 'anggar', 'manusia', 'sejahtera']",netral
"1:20 #GPT
1:58 #UnsupervisedLearning
8:47 #LAMDA
13:48 #SoftSkill",GPT UnsupervisedLearning LAMDA SoftSkill,gpt unsupervisedlearning lamda softskill,gpt unsupervisedlearning lamda softskill,"['gpt', 'unsupervisedlearning', 'lamda', 'softskill']","['gpt', 'unsupervisedlearning', 'lamda', 'softskill']","['gpt', 'unsupervisedlearning', 'lamda', 'softskill']",netral
