Comment,cleanComment,resultCaseFolding,resultReplaceSlang,resultTokenize,resultStopword,resultStemming,sentimen
Gara gara chatgpt sy jd pinter,Gara gara chatgpt sy jd pinter,gara gara chatgpt sy jd pinter,gara gara chatgpt saya jadi pinter,"['gara', 'gara', 'chatgpt', 'saya', 'jadi', 'pinter']","['gara', 'gara', 'chatgpt', 'pinter']","['gara', 'gara', 'chatgpt', 'pinter']",negatif
"Gara gara kehebohan banyak orng yang bahas chatgpt, servernya jadi sering down karna banyak yang akses jadinya aga susah untuk aksesnya sekarang sekarang",Gara gara kehebohan banyak orng yang bahas chatgpt servernya jadi sering down karna banyak yang akses jadinya aga susah untuk aksesnya sekarang sekarang,gara gara kehebohan banyak orng yang bahas chatgpt servernya jadi sering down karna banyak yang akses jadinya aga susah untuk aksesnya sekarang sekarang,gara gara kehebohan banyak orng yang bahas chatgpt servernya jadi sering down karna banyak yang akses jadinya aga susah untuk aksesnya sekarang sekarang,"['gara', 'gara', 'kehebohan', 'banyak', 'orng', 'yang', 'bahas', 'chatgpt', 'servernya', 'jadi', 'sering', 'down', 'karna', 'banyak', 'yang', 'akses', 'jadinya', 'aga', 'susah', 'untuk', 'aksesnya', 'sekarang', 'sekarang']","['gara', 'gara', 'kehebohan', 'orng', 'bahas', 'chatgpt', 'servernya', 'down', 'karna', 'akses', 'aga', 'susah', 'aksesnya']","['gara', 'gara', 'heboh', 'orng', 'bahas', 'chatgpt', 'servernya', 'down', 'karna', 'akses', 'aga', 'susah', 'akses']",negatif
1000x lebih baik daripada yang viral adalah crypto,x lebih baik daripada yang viral adalah crypto,x lebih baik daripada yang viral adalah crypto,x lebih baik daripada yang viral adalah crypto,"['x', 'lebih', 'baik', 'daripada', 'yang', 'viral', 'adalah', 'crypto']","['viral', 'crypto']","['viral', 'crypto']",negatif
Skynet mulai jadi Nyata ,Skynet mulai jadi Nyata,skynet mulai jadi nyata,skynet mulai jadi nyata,"['skynet', 'mulai', 'jadi', 'nyata']","['skynet', 'nyata']","['skynet', 'nyata']",negatif
"Gara gara kehebohan banyak orng yang bahas chatgpt, servernya jadi sering down karna banyak yang akses jadinya aga susah untuk aksesnya sekarang sekarang",Gara gara kehebohan banyak orng yang bahas chatgpt servernya jadi sering down karna banyak yang akses jadinya aga susah untuk aksesnya sekarang sekarang,gara gara kehebohan banyak orng yang bahas chatgpt servernya jadi sering down karna banyak yang akses jadinya aga susah untuk aksesnya sekarang sekarang,gara gara kehebohan banyak orng yang bahas chatgpt servernya jadi sering down karna banyak yang akses jadinya aga susah untuk aksesnya sekarang sekarang,"['gara', 'gara', 'kehebohan', 'banyak', 'orng', 'yang', 'bahas', 'chatgpt', 'servernya', 'jadi', 'sering', 'down', 'karna', 'banyak', 'yang', 'akses', 'jadinya', 'aga', 'susah', 'untuk', 'aksesnya', 'sekarang', 'sekarang']","['gara', 'gara', 'kehebohan', 'orng', 'bahas', 'chatgpt', 'servernya', 'down', 'karna', 'akses', 'aga', 'susah', 'aksesnya']","['gara', 'gara', 'heboh', 'orng', 'bahas', 'chatgpt', 'servernya', 'down', 'karna', 'akses', 'aga', 'susah', 'akses']",negatif
1000x lebih baik daripada yang viral adalah crypto,x lebih baik daripada yang viral adalah crypto,x lebih baik daripada yang viral adalah crypto,x lebih baik daripada yang viral adalah crypto,"['x', 'lebih', 'baik', 'daripada', 'yang', 'viral', 'adalah', 'crypto']","['viral', 'crypto']","['viral', 'crypto']",negatif
Skynet mulai jadi Nyata ,Skynet mulai jadi Nyata,skynet mulai jadi nyata,skynet mulai jadi nyata,"['skynet', 'mulai', 'jadi', 'nyata']","['skynet', 'nyata']","['skynet', 'nyata']",negatif
"sdh daftar chat gpt tapi pas mulai chat error melulu, kesalahan dalam sambungan ",sdh daftar chat gpt tapi pas mulai chat error melulu kesalahan dalam sambungan,sdh daftar chat gpt tapi pas mulai chat error melulu kesalahan dalam sambungan,sdh daftar chat gpt tapi pas mulai chat error melulu kesalahan dalam sambungan,"['sdh', 'daftar', 'chat', 'gpt', 'tapi', 'pas', 'mulai', 'chat', 'error', 'melulu', 'kesalahan', 'dalam', 'sambungan']","['sdh', 'daftar', 'chat', 'gpt', 'pas', 'chat', 'error', 'melulu', 'kesalahan', 'sambungan']","['sdh', 'daftar', 'chat', 'gpt', 'pas', 'chat', 'error', 'melulu', 'salah', 'sambung']",negatif
gua debat sama chatGPT kalau piala dunia 2022 sudah diadakan karena skrng 2023. eh akhirnya chatGPT minta maaf dan ngaku kalau data pengetahuannya cuma sampai 2021 jadi tidak taui piala dunia 2022 sudah diadakan dan pemenangnya siapa ,gua debat sama chatGPT kalau piala dunia sudah diadakan karena skrng eh akhirnya chatGPT minta maaf dan ngaku kalau data pengetahuannya cuma sampai jadi tidak taui piala dunia sudah diadakan dan pemenangnya siapa,gua debat sama chatgpt kalau piala dunia sudah diadakan karena skrng eh akhirnya chatgpt minta maaf dan ngaku kalau data pengetahuannya cuma sampai jadi tidak taui piala dunia sudah diadakan dan pemenangnya siapa,saya debat sama chatgpt kalau piala dunia sudah diadakan karena skrng eh akhirnya chatgpt minta maaf dan ngaku kalau data pengetahuannya cuma sampai jadi tidak taui piala dunia sudah diadakan dan pemenangnya siapa,"['saya', 'debat', 'sama', 'chatgpt', 'kalau', 'piala', 'dunia', 'sudah', 'diadakan', 'karena', 'skrng', 'eh', 'akhirnya', 'chatgpt', 'minta', 'maaf', 'dan', 'ngaku', 'kalau', 'data', 'pengetahuannya', 'cuma', 'sampai', 'jadi', 'tidak', 'taui', 'piala', 'dunia', 'sudah', 'diadakan', 'dan', 'pemenangnya', 'siapa']","['debat', 'chatgpt', 'piala', 'dunia', 'diadakan', 'skrng', 'eh', 'chatgpt', 'maaf', 'ngaku', 'data', 'pengetahuannya', 'taui', 'piala', 'dunia', 'diadakan', 'pemenangnya']","['debat', 'chatgpt', 'piala', 'dunia', 'ada', 'skrng', 'eh', 'chatgpt', 'maaf', 'ngaku', 'data', 'tahu', 'tau', 'piala', 'dunia', 'ada', 'menang']",negatif
ChatGPT bknnya seperti mesin pencari dengan algoritma yang sama ya???,ChatGPT bknnya seperti mesin pencari dengan algoritma yang sama ya,chatgpt bknnya seperti mesin pencari dengan algoritma yang sama ya,chatgpt bknnya seperti mesin pencari dengan algoritma yang sama iya,"['chatgpt', 'bknnya', 'seperti', 'mesin', 'pencari', 'dengan', 'algoritma', 'yang', 'sama', 'iya']","['chatgpt', 'bknnya', 'mesin', 'pencari', 'algoritma', 'iya']","['chatgpt', 'bknnya', 'mesin', 'cari', 'algoritma', 'iya']",negatif
"sehebat  apapun slama berbayar, tetap kalah dgn google mesin pencari gratisa",sehebat apapun slama berbayar tetap kalah dgn google mesin pencari gratisa,sehebat apapun slama berbayar tetap kalah dgn google mesin pencari gratisa,sehebat apapun slama berbayar tetap kalah dengan google mesin pencari gratisa,"['sehebat', 'apapun', 'slama', 'berbayar', 'tetap', 'kalah', 'dengan', 'google', 'mesin', 'pencari', 'gratisa']","['sehebat', 'apapun', 'slama', 'berbayar', 'kalah', 'google', 'mesin', 'pencari', 'gratisa']","['hebat', 'apa', 'slama', 'bayar', 'kalah', 'google', 'mesin', 'cari', 'gratisa']",negatif
"Untuk sekarang chatGPT masih banyak salah memberikan informasi, tidak seakurat google",Untuk sekarang chatGPT masih banyak salah memberikan informasi tidak seakurat google,untuk sekarang chatgpt masih banyak salah memberikan informasi tidak seakurat google,untuk sekarang chatgpt masih banyak salah memberikan informasi tidak seakurat google,"['untuk', 'sekarang', 'chatgpt', 'masih', 'banyak', 'salah', 'memberikan', 'informasi', 'tidak', 'seakurat', 'google']","['chatgpt', 'salah', 'informasi', 'seakurat', 'google']","['chatgpt', 'salah', 'informasi', 'akurat', 'google']",negatif
SAYA HARAP CHATGPT BISA GANTIKAN DPR YG BUANG BUANG ANGGARAN NEGARA ,SAYA HARAP CHATGPT BISA GANTIKAN DPR YG BUANG BUANG ANGGARAN NEGARA,saya harap chatgpt bisa gantikan dpr yg buang buang anggaran negara,saya harap chatgpt bisa gantikan dpr yang buang buang anggaran negara,"['saya', 'harap', 'chatgpt', 'bisa', 'gantikan', 'dpr', 'yang', 'buang', 'buang', 'anggaran', 'negara']","['harap', 'chatgpt', 'gantikan', 'dpr', 'buang', 'buang', 'anggaran', 'negara']","['harap', 'chatgpt', 'ganti', 'dpr', 'buang', 'buang', 'anggar', 'negara']",negatif
Ancaman di dunia pendidikan,Ancaman di dunia pendidikan,ancaman di dunia pendidikan,ancaman di dunia pendidikan,"['ancaman', 'di', 'dunia', 'pendidikan']","['ancaman', 'dunia', 'pendidikan']","['ancam', 'dunia', 'didik']",negatif
bahas MIDJOURNEY pak,bahas MIDJOURNEY pak,bahas midjourney pak,bahas midjourney pak,"['bahas', 'midjourney', 'pak']","['bahas', 'midjourney']","['bahas', 'midjourney']",negatif
 @machiavell8719   makanya belajar,makanya belajar,makanya belajar,makanya belajar,"['makanya', 'belajar']",['belajar'],['ajar'],negatif
yg sabar yg pernah kuliah programmers,yg sabar yg pernah kuliah programmers,yg sabar yg pernah kuliah programmers,yang sabar yang pernah kuliah programmers,"['yang', 'sabar', 'yang', 'pernah', 'kuliah', 'programmers']","['sabar', 'kuliah', 'programmers']","['sabar', 'kuliah', 'programmers']",negatif
 @IndrawanNugroho  lanjutkan,lanjutkan,lanjutkan,lanjutkan,['lanjutkan'],['lanjutkan'],['lanjut'],negatif
Apa chatgpt tau semua bahasa daerah di Indonesia?,Apa chatgpt tau semua bahasa daerah di Indonesia,apa chatgpt tau semua bahasa daerah di indonesia,apa chatgpt tahu semua bahasa daerah di indonesia,"['apa', 'chatgpt', 'tahu', 'semua', 'bahasa', 'daerah', 'di', 'indonesia']","['chatgpt', 'bahasa', 'daerah', 'indonesia']","['chatgpt', 'bahasa', 'daerah', 'indonesia']",negatif
"Ngomong2 AI.
Sekarang sudah ada AI yang menjadi Vtuber/ Youtuber Virtual.
Nama chanelnya itu Neuro sama",Ngomong AI Sekarang sudah ada AI yang menjadi Vtuber Youtuber Virtual Nama chanelnya itu Neuro sama,ngomong ai sekarang sudah ada ai yang menjadi vtuber youtuber virtual nama chanelnya itu neuro sama,ngomong ai sekarang sudah ada ai yang menjadi vtuber youtuber virtual nama chanelnya itu neuro sama,"['ngomong', 'ai', 'sekarang', 'sudah', 'ada', 'ai', 'yang', 'menjadi', 'vtuber', 'youtuber', 'virtual', 'nama', 'chanelnya', 'itu', 'neuro', 'sama']","['ngomong', 'ai', 'ai', 'vtuber', 'youtuber', 'virtual', 'nama', 'chanelnya', 'neuro']","['ngomong', 'ai', 'ai', 'vtuber', 'youtuber', 'virtual', 'nama', 'chanelnya', 'neuro']",negatif
Cikal bakal emosi robot mekanik di masa depan,Cikal bakal emosi robot mekanik di masa depan,cikal bakal emosi robot mekanik di masa depan,cikal bakal emosi robot mekanik di masa depan,"['cikal', 'bakal', 'emosi', 'robot', 'mekanik', 'di', 'masa', 'depan']","['cikal', 'emosi', 'robot', 'mekanik']","['cikal', 'emosi', 'robot', 'mekanik']",negatif
Jawaban chatgpt ini bisa sama gak dgn jawaban orang lain klw pertannyaannya sama? Ada yang pernah nyoba? Aku takut klw buat essay tp sama persis dgn org lain.,Jawaban chatgpt ini bisa sama gak dgn jawaban orang lain klw pertannyaannya sama Ada yang pernah nyoba Aku takut klw buat essay tp sama persis dgn org lain,jawaban chatgpt ini bisa sama gak dgn jawaban orang lain klw pertannyaannya sama ada yang pernah nyoba aku takut klw buat essay tp sama persis dgn org lain,jawaban chatgpt ini bisa sama tidak dengan jawaban orang lain klw pertannyaannya sama ada yang pernah nyoba aku takut klw buat essay tapi sama persis dengan orang lain,"['jawaban', 'chatgpt', 'ini', 'bisa', 'sama', 'tidak', 'dengan', 'jawaban', 'orang', 'lain', 'klw', 'pertannyaannya', 'sama', 'ada', 'yang', 'pernah', 'nyoba', 'aku', 'takut', 'klw', 'buat', 'essay', 'tapi', 'sama', 'persis', 'dengan', 'orang', 'lain']","['chatgpt', 'orang', 'klw', 'pertannyaannya', 'nyoba', 'takut', 'klw', 'essay', 'persis', 'orang']","['chatgpt', 'orang', 'klw', 'pertannyaannya', 'nyoba', 'takut', 'klw', 'essay', 'persis', 'orang']",negatif
"Dan ChatGPT saat ini servernya sudah mulai lelah, wkwk",Dan ChatGPT saat ini servernya sudah mulai lelah wkwk,dan chatgpt saat ini servernya sudah mulai lelah wkwk,dan chatgpt saat ini servernya sudah mulai lelah wkwk,"['dan', 'chatgpt', 'saat', 'ini', 'servernya', 'sudah', 'mulai', 'lelah', 'wkwk']","['chatgpt', 'servernya', 'lelah', 'wkwk']","['chatgpt', 'servernya', 'lelah', 'wkwk']",negatif
Cara mengakses chatgpt dmn?,Cara mengakses chatgpt dmn,cara mengakses chatgpt dmn,cara mengakses chatgpt dmn,"['cara', 'mengakses', 'chatgpt', 'dmn']","['mengakses', 'chatgpt', 'dmn']","['akses', 'chatgpt', 'dmn']",negatif
"Kok makin lama malahan makin menakutkan,. ",Kok makin lama malahan makin menakutkan,kok makin lama malahan makin menakutkan,kok makin lama malahan makin menakutkan,"['kok', 'makin', 'lama', 'malahan', 'makin', 'menakutkan']",['menakutkan'],['takut'],negatif
Apakah chatgpt akan mampu memboat robot trading forex yg mumpuni?,Apakah chatgpt akan mampu memboat robot trading forex yg mumpuni,apakah chatgpt akan mampu memboat robot trading forex yg mumpuni,apakah chatgpt akan mampu memboat robot trading forex yang mumpuni,"['apakah', 'chatgpt', 'akan', 'mampu', 'memboat', 'robot', 'trading', 'forex', 'yang', 'mumpuni']","['chatgpt', 'memboat', 'robot', 'trading', 'forex', 'mumpuni']","['chatgpt', 'memboat', 'robot', 'trading', 'forex', 'mumpuni']",negatif
Ada yang bilang CHATGPT adalah Google pakai  steroid ,Ada yang bilang CHATGPT adalah Google pakai steroid,ada yang bilang chatgpt adalah google pakai steroid,ada yang bilang chatgpt adalah google pakai steroid,"['ada', 'yang', 'bilang', 'chatgpt', 'adalah', 'google', 'pakai', 'steroid']","['bilang', 'chatgpt', 'google', 'pakai', 'steroid']","['bilang', 'chatgpt', 'google', 'pakai', 'steroid']",negatif
Era 5.0 akan segera terjadi ..,Era akan segera terjadi,era akan segera terjadi,era akan segera terjadi,"['era', 'akan', 'segera', 'terjadi']",['era'],['era'],negatif
Buat abstrak buat penelitian juga bisa mana di cek plagiasi 0 persen bukan main emang chat gpt ini,Buat abstrak buat penelitian juga bisa mana di cek plagiasi persen bukan main emang chat gpt ini,buat abstrak buat penelitian juga bisa mana di cek plagiasi persen bukan main emang chat gpt ini,buat abstrak buat penelitian juga bisa mana di cek plagiasi persen bukan main emang chat gpt ini,"['buat', 'abstrak', 'buat', 'penelitian', 'juga', 'bisa', 'mana', 'di', 'cek', 'plagiasi', 'persen', 'bukan', 'main', 'emang', 'chat', 'gpt', 'ini']","['abstrak', 'penelitian', 'cek', 'plagiasi', 'persen', 'main', 'emang', 'chat', 'gpt']","['abstrak', 'teliti', 'cek', 'plagiasi', 'persen', 'main', 'emang', 'chat', 'gpt']",negatif
Customer service ketar ketir,Customer service ketar ketir,customer service ketar ketir,customer service ketar ketir,"['customer', 'service', 'ketar', 'ketir']","['customer', 'service', 'ketar', 'ketir']","['customer', 'service', 'ketar', 'tir']",negatif
Level 1 aja udh segila itu apa lagi klo level selanjutnya di masa depan,Level aja udh segila itu apa lagi klo level selanjutnya di masa depan,level aja udh segila itu apa lagi klo level selanjutnya di masa depan,level aja sudah segila itu apa lagi kalau level selanjutnya di masa depan,"['level', 'aja', 'sudah', 'segila', 'itu', 'apa', 'lagi', 'kalau', 'level', 'selanjutnya', 'di', 'masa', 'depan']","['level', 'aja', 'segila', 'level']","['level', 'aja', 'gila', 'level']",negatif
Punya ku bisa dihp tapi dileptop jawabannya hanya An error' accurred,Punya ku bisa dihp tapi dileptop jawabannya hanya An error accurred,punya ku bisa dihp tapi dileptop jawabannya hanya an error accurred,punya ku bisa dihp tapi dileptop jawabannya hanya an error accurred,"['punya', 'ku', 'bisa', 'dihp', 'tapi', 'dileptop', 'jawabannya', 'hanya', 'an', 'error', 'accurred']","['ku', 'dihp', 'dileptop', 'jawabannya', 'an', 'error', 'accurred']","['ku', 'dihp', 'dileptop', 'jawab', 'an', 'error', 'accurred']",negatif
"Terlalu banyak konten kreator yg mempromosikan saingan geogle yg kadang ngaco dan nyasar ini.. Big,, 
Somepeople tak mau kalah sudah menciptakan saingan crypto yg nilainya jauh lebih rahasia dari bitcoin mungkin layaknya seperti  ****bit yg pastinya belum dibocorkan dan kabarnya akan muncul 1 atau 2 tahun lagi .. Dari sifat manusia yg suka meniru dan tidak mau kalah..",Terlalu banyak konten kreator yg mempromosikan saingan geogle yg kadang ngaco dan nyasar ini Big Somepeople tak mau kalah sudah menciptakan saingan crypto yg nilainya jauh lebih rahasia dari bitcoin mungkin layaknya seperti bit yg pastinya belum dibocorkan dan kabarnya akan muncul atau tahun lagi Dari sifat manusia yg suka meniru dan tidak mau kalah,terlalu banyak konten kreator yg mempromosikan saingan geogle yg kadang ngaco dan nyasar ini big somepeople tak mau kalah sudah menciptakan saingan crypto yg nilainya jauh lebih rahasia dari bitcoin mungkin layaknya seperti bit yg pastinya belum dibocorkan dan kabarnya akan muncul atau tahun lagi dari sifat manusia yg suka meniru dan tidak mau kalah,terlalu banyak konten kreator yang mempromosikan saingan geogle yang kadang ngaco dan nyasar ini big somepeople tak mau kalah sudah menciptakan saingan crypto yang nilainya jauh lebih rahasia dari bitcoin mungkin layaknya seperti bit yang pastinya belum dibocorkan dan kabarnya akan muncul atau tahun lagi dari sifat manusia yang suka meniru dan tidak mau kalah,"['terlalu', 'banyak', 'konten', 'kreator', 'yang', 'mempromosikan', 'saingan', 'geogle', 'yang', 'kadang', 'ngaco', 'dan', 'nyasar', 'ini', 'big', 'somepeople', 'tak', 'mau', 'kalah', 'sudah', 'menciptakan', 'saingan', 'crypto', 'yang', 'nilainya', 'jauh', 'lebih', 'rahasia', 'dari', 'bitcoin', 'mungkin', 'layaknya', 'seperti', 'bit', 'yang', 'pastinya', 'belum', 'dibocorkan', 'dan', 'kabarnya', 'akan', 'muncul', 'atau', 'tahun', 'lagi', 'dari', 'sifat', 'manusia', 'yang', 'suka', 'meniru', 'dan', 'tidak', 'mau', 'kalah']","['konten', 'kreator', 'mempromosikan', 'saingan', 'geogle', 'kadang', 'ngaco', 'nyasar', 'big', 'somepeople', 'kalah', 'menciptakan', 'saingan', 'crypto', 'nilainya', 'rahasia', 'bitcoin', 'layaknya', 'bit', 'pastinya', 'dibocorkan', 'kabarnya', 'muncul', 'sifat', 'manusia', 'suka', 'meniru', 'kalah']","['konten', 'kreator', 'promosi', 'saing', 'geogle', 'kadang', 'ngaco', 'nyasar', 'big', 'somepeople', 'kalah', 'cipta', 'saing', 'crypto', 'nilai', 'rahasia', 'bitcoin', 'layak', 'bit', 'pasti', 'bocor', 'kabar', 'muncul', 'sifat', 'manusia', 'suka', 'tiru', 'kalah']",negatif
ChatGPT ini mirip dengan film M3GAN,ChatGPT ini mirip dengan film M GAN,chatgpt ini mirip dengan film m gan,chatgpt ini mirip dengan film m agang,"['chatgpt', 'ini', 'mirip', 'dengan', 'film', 'm', 'agang']","['chatgpt', 'film', 'agang']","['chatgpt', 'film', 'agang']",negatif
"ngekek pas tanya tentang pertanahan dok , iya jawabannya bener sih , ditanya dasar hukumnya langsung dijawab , begitu dicek beda dong permen yg dijawabnya , wkwkwk ya saya goblok goblokin habis itu saya benerin buat ngetrain modelnya",ngekek pas tanya tentang pertanahan dok iya jawabannya bener sih ditanya dasar hukumnya langsung dijawab begitu dicek beda dong permen yg dijawabnya wkwkwk ya saya goblok goblokin habis itu saya benerin buat ngetrain modelnya,ngekek pas tanya tentang pertanahan dok iya jawabannya bener sih ditanya dasar hukumnya langsung dijawab begitu dicek beda dong permen yg dijawabnya wkwkwk ya saya goblok goblokin habis itu saya benerin buat ngetrain modelnya,ngekek pas tanya tentang pertanahan dok iya jawabannya bener sih ditanya dasar hukumnya langsung dijawab begitu dicek beda dong permen yang dijawabnya wkwkwk iya saya goblok goblokin habis itu saya benerin buat ngetrain modelnya,"['ngekek', 'pas', 'tanya', 'tentang', 'pertanahan', 'dok', 'iya', 'jawabannya', 'bener', 'sih', 'ditanya', 'dasar', 'hukumnya', 'langsung', 'dijawab', 'begitu', 'dicek', 'beda', 'dong', 'permen', 'yang', 'dijawabnya', 'wkwkwk', 'iya', 'saya', 'goblok', 'goblokin', 'habis', 'itu', 'saya', 'benerin', 'buat', 'ngetrain', 'modelnya']","['ngekek', 'pas', 'pertanahan', 'dok', 'iya', 'jawabannya', 'bener', 'sih', 'dasar', 'hukumnya', 'langsung', 'dicek', 'beda', 'permen', 'dijawabnya', 'wkwkwk', 'iya', 'goblok', 'goblokin', 'habis', 'benerin', 'ngetrain', 'modelnya']","['ngekek', 'pas', 'tanah', 'dok', 'iya', 'jawab', 'bener', 'sih', 'dasar', 'hukum', 'langsung', 'cek', 'beda', 'permen', 'jawab', 'wkwkwk', 'iya', 'goblok', 'goblokin', 'habis', 'benerin', 'ngetrain', 'model']",negatif
Akhir akhir ini lemot banget chatGPT ,Akhir akhir ini lemot banget chatGPT,akhir akhir ini lemot banget chatgpt,akhir akhir ini lemot banget chatgpt,"['akhir', 'akhir', 'ini', 'lemot', 'banget', 'chatgpt']","['lemot', 'banget', 'chatgpt']","['lot', 'banget', 'chatgpt']",negatif
Anda salah ChatGPT tidak bisa menjawab semua Jawaban ada yang tidak bisa di Jawabnya,Anda salah ChatGPT tidak bisa menjawab semua Jawaban ada yang tidak bisa di Jawabnya,anda salah chatgpt tidak bisa menjawab semua jawaban ada yang tidak bisa di jawabnya,anda salah chatgpt tidak bisa menjawab semua jawaban ada yang tidak bisa di jawabnya,"['anda', 'salah', 'chatgpt', 'tidak', 'bisa', 'menjawab', 'semua', 'jawaban', 'ada', 'yang', 'tidak', 'bisa', 'di', 'jawabnya']","['salah', 'chatgpt']","['salah', 'chatgpt']",negatif
 @pangeranalfansuryalfansury1827  pemusnahan massal bagi yg beban ,pemusnahan massal bagi yg beban,pemusnahan massal bagi yg beban,pemusnahan massal bagi yang beban,"['pemusnahan', 'massal', 'bagi', 'yang', 'beban']","['pemusnahan', 'massal', 'beban']","['musnah', 'massal', 'beban']",negatif
kalo Ai udah bisa ganti genteng bocor baru ketar ketir ,kalo Ai udah bisa ganti genteng bocor baru ketar ketir,kalo ai udah bisa ganti genteng bocor baru ketar ketir,kalau ai udah bisa ganti genteng bocor baru ketar ketir,"['kalau', 'ai', 'udah', 'bisa', 'ganti', 'genteng', 'bocor', 'baru', 'ketar', 'ketir']","['ai', 'udah', 'ganti', 'genteng', 'bocor', 'ketar', 'ketir']","['ai', 'udah', 'ganti', 'genteng', 'bocor', 'ketar', 'tir']",negatif
Kagak bisa memprediksi skor bola,Kagak bisa memprediksi skor bola,kagak bisa memprediksi skor bola,kagak bisa memprediksi skor bola,"['kagak', 'bisa', 'memprediksi', 'skor', 'bola']","['kagak', 'memprediksi', 'skor', 'bola']","['kagak', 'prediksi', 'skor', 'bola']",negatif
Anak turunnya Simsimi,Anak turunnya Simsimi,anak turunnya simsimi,anak turunnya simsimi,"['anak', 'turunnya', 'simsimi']","['anak', 'turunnya', 'simsimi']","['anak', 'turun', 'simsimi']",negatif
"Kalo AI ny nolak permintaan kita gimana, emang sih AI sprti ChatGPT mau jawab pertanyaan kita apapun itu, tapi AI itu jg punya kesadaran, dan dia bisa nolak permintaan kita",Kalo AI ny nolak permintaan kita gimana emang sih AI sprti ChatGPT mau jawab pertanyaan kita apapun itu tapi AI itu jg punya kesadaran dan dia bisa nolak permintaan kita,kalo ai ny nolak permintaan kita gimana emang sih ai sprti chatgpt mau jawab pertanyaan kita apapun itu tapi ai itu jg punya kesadaran dan dia bisa nolak permintaan kita,kalau ai ny nolak permintaan kita gimana emang sih ai sprti chatgpt mau jawab pertanyaan kita apapun itu tapi ai itu juga punya kesadaran dan dia bisa nolak permintaan kita,"['kalau', 'ai', 'ny', 'nolak', 'permintaan', 'kita', 'gimana', 'emang', 'sih', 'ai', 'sprti', 'chatgpt', 'mau', 'jawab', 'pertanyaan', 'kita', 'apapun', 'itu', 'tapi', 'ai', 'itu', 'juga', 'punya', 'kesadaran', 'dan', 'dia', 'bisa', 'nolak', 'permintaan', 'kita']","['ai', 'ny', 'nolak', 'permintaan', 'gimana', 'emang', 'sih', 'ai', 'sprti', 'chatgpt', 'apapun', 'ai', 'kesadaran', 'nolak', 'permintaan']","['ai', 'ny', 'nolak', 'minta', 'gimana', 'emang', 'sih', 'ai', 'sprti', 'chatgpt', 'apa', 'ai', 'sadar', 'nolak', 'minta']",negatif
JADI MALES SEKOLAH APALAGI KULIAH ,JADI MALES SEKOLAH APALAGI KULIAH,jadi males sekolah apalagi kuliah,jadi males sekolah apalagi kuliah,"['jadi', 'males', 'sekolah', 'apalagi', 'kuliah']","['males', 'sekolah', 'kuliah']","['males', 'sekolah', 'kuliah']",negatif
"wah, gk asih..ada
 GPT zero",wah gk asih ada GPT zero,wah gk asih ada gpt zero,wah tidak asih ada gpt zero,"['wah', 'tidak', 'asih', 'ada', 'gpt', 'zero']","['asih', 'gpt', 'zero']","['asih', 'gpt', 'zero']",negatif
Ngeri ngeri sedap coach,Ngeri ngeri sedap coach,ngeri ngeri sedap coach,ngeri ngeri sedap coach,"['ngeri', 'ngeri', 'sedap', 'coach']","['ngeri', 'ngeri', 'sedap', 'coach']","['ngeri', 'ngeri', 'sedap', 'coach']",negatif
Ngeri ini.,Ngeri ini,ngeri ini,ngeri ini,"['ngeri', 'ini']",['ngeri'],['ngeri'],negatif
"Karena memang buat latihan AI aja, sama karena banyak yang pake juga",Karena memang buat latihan AI aja sama karena banyak yang pake juga,karena memang buat latihan ai aja sama karena banyak yang pake juga,karena memang buat latihan ai aja sama karena banyak yang pake juga,"['karena', 'memang', 'buat', 'latihan', 'ai', 'aja', 'sama', 'karena', 'banyak', 'yang', 'pake', 'juga']","['latihan', 'ai', 'aja', 'pake']","['latih', 'ai', 'aja', 'pake']",negatif
Kalau Dimasukan ke robot gimana tuh,Kalau Dimasukan ke robot gimana tuh,kalau dimasukan ke robot gimana tuh,kalau dimasukan ke robot gimana tuh,"['kalau', 'dimasukan', 'ke', 'robot', 'gimana', 'tuh']","['dimasukan', 'robot', 'gimana', 'tuh']","['masuk', 'robot', 'gimana', 'tuh']",negatif
Tapi ko saya gak bisa akses chatGPT itu y?,Tapi ko saya gak bisa akses chatGPT itu y,tapi ko saya gak bisa akses chatgpt itu y,tapi ko saya tidak bisa akses chatgpt itu ya,"['tapi', 'ko', 'saya', 'tidak', 'bisa', 'akses', 'chatgpt', 'itu', 'ya']","['ko', 'akses', 'chatgpt', 'ya']","['ko', 'akses', 'chatgpt', 'ya']",negatif
Biasa saja karena tidak bisa menjawab pemenang piala dunia 2022,Biasa saja karena tidak bisa menjawab pemenang piala dunia,biasa saja karena tidak bisa menjawab pemenang piala dunia,biasa saja karena tidak bisa menjawab pemenang piala dunia,"['biasa', 'saja', 'karena', 'tidak', 'bisa', 'menjawab', 'pemenang', 'piala', 'dunia']","['pemenang', 'piala', 'dunia']","['menang', 'piala', 'dunia']",negatif
age of ultron,age of ultron,age of ultron,age of ultron,"['age', 'of', 'ultron']","['age', 'of', 'ultron']","['age', 'of', 'ultron']",negatif
Kan dia lagi demo,Kan dia lagi demo,kan dia lagi demo,kan dia lagi demo,"['kan', 'dia', 'lagi', 'demo']",['demo'],['demo'],negatif
